# x_coordinates, y_coordinates, TEP, TED, times, high, low
-3.229179257444951645e+01,1.790634272972610574e+01,1.217547607421875000e+03,7.623136788606643677e-02,1.771400000000000197e-01,1.408010125160217285e-01,8.304627984762191772e-02
-3.228918044561083889e+01,1.790875778111598038e+01,1.076841796875000000e+03,8.534968644380569458e-02,1.771500000000000019e-01,2.164085954427719116e-01,1.220326274633407593e-01
-3.228703956940910302e+01,1.790038164978651736e+01,1.144250366210937500e+03,9.008825570344924927e-02,1.771600000000000119e-01,3.258908390998840332e-01,1.880271434783935547e-01
-3.229251403293961431e+01,1.789885009585997011e+01,1.673764770507812500e+03,2.126819044351577759e-01,1.771700000000000219e-01,2.724848687648773193e-01,1.765067130327224731e-01
-3.229527470775531839e+01,1.788343992281696870e+01,1.493268676757812500e+03,3.170424997806549072e-01,1.771800000000000042e-01,3.059780299663543701e-01,1.922996193170547485e-01
-3.230117080713775835e+01,1.788435082064003012e+01,1.752906127929687500e+03,3.532308638095855713e-01,1.771900000000000142e-01,3.249753117561340332e-01,2.128990739583969116e-01
-3.229499490234717030e+01,1.789411129644316389e+01,1.543714599609375000e+03,3.388601839542388916e-01,1.772000000000000242e-01,3.692259490489959717e-01,2.341851592063903809e-01
-3.230221304651406911e+01,1.789543785739102333e+01,9.532277832031250000e+02,4.005426466464996338e-01,1.772100000000000064e-01,3.590788245201110840e-01,1.925285011529922485e-01
-3.229171412649814954e+01,1.791025594745969229e+01,4.058453369140625000e+03,4.605502188205718994e-01,1.772200000000000164e-01,2.646265625953674316e-01,1.985557526350021362e-01
-3.229815035595774475e+01,1.791342682372427930e+01,1.422527221679687500e+03,3.556663095951080322e-01,1.772300000000000264e-01,3.403104543685913086e-01,2.109154164791107178e-01
-3.229001888473059978e+01,1.792901365253343116e+01,1.287296875000000000e+03,3.965217173099517822e-01,1.772400000000000087e-01,2.697382867336273193e-01,1.620870977640151978e-01
-3.230372821611626932e+01,1.794408783611220670e+01,2.632363769531250000e+03,3.780919611454010010e-01,1.772500000000000187e-01,3.354276120662689209e-01,2.379998713731765747e-01
-3.229025020037902749e+01,1.794876444531803728e+01,1.415505859375000000e+03,2.667802870273590088e-01,1.772600000000000009e-01,2.854548990726470947e-01,1.766593009233474731e-01
-3.229962456213475974e+01,1.796859622863253136e+01,1.781979736328125000e+03,4.153174459934234619e-01,1.772700000000000109e-01,3.155910968780517578e-01,2.075584679841995239e-01
-3.229174725360221032e+01,1.798243719944567331e+01,1.009101745605468750e+03,2.794713079929351807e-01,1.772800000000000209e-01,2.947627902030944824e-01,1.619345098733901978e-01
-3.229805020249916225e+01,1.800508515509364926e+01,2.677866943359375000e+03,3.497010767459869385e-01,1.772900000000000031e-01,2.392968684434890747e-01,1.702505946159362793e-01
-3.229223853038938330e+01,1.802269545277844287e+01,1.367737670898437500e+03,2.344864755868911743e-01,1.773000000000000131e-01,2.500543594360351562e-01,1.531606763601303101e-01
-3.229750996204456470e+01,1.804487428363865931e+01,1.563059082031250000e+03,1.665824800729751587e-01,1.773100000000000231e-01,2.423486411571502686e-01,1.542287915945053101e-01
-3.228776564668140026e+01,1.806539376469845237e+01,8.066524047851562500e+02,2.130621820688247681e-01,1.773200000000000054e-01,2.964412569999694824e-01,1.467519700527191162e-01
-3.229261901466438189e+01,1.808366870351598976e+01,2.661995361328125000e+03,2.335304170846939087e-01,1.773300000000000154e-01,2.688227295875549316e-01,1.910789161920547485e-01
