# x_coordinates, y_coordinates, TEP, TED, times, high, low
-4.121489396398100524e+01,1.999779576191412556e+00,1.799054687500000000e+03,5.782187357544898987e-02,4.926570000000000782e+00,4.854983687400817871e-01,3.200161755084991455e-01
-4.120839057328932853e+01,1.997516198431219969e+00,5.588496582031250000e+03,2.523774206638336182e-01,4.926580000000000403e+00,6.884410381317138672e-01,5.313512086868286133e-01
-4.121359509579723834e+01,1.993051099870482235e+00,3.246639892578125000e+03,5.309743285179138184e-01,4.926590000000000025e+00,6.250405311584472656e-01,4.570406377315521240e-01
-4.120429457953364505e+01,1.984037222880367768e+00,2.392374755859375000e+03,8.710176348686218262e-01,4.926600000000000534e+00,6.618143320083618164e-01,4.621523320674896240e-01
-4.120101943404774403e+01,1.980402183249466264e+00,2.094028076171875000e+03,7.034081816673278809e-01,4.926610000000000156e+00,6.785227656364440918e-01,4.621523320674896240e-01
-4.119207113753049043e+01,1.976339088176169323e+00,2.577787109375000000e+03,9.573394656181335449e-01,4.926620000000000665e+00,6.604410409927368164e-01,4.670351743698120117e-01
-4.120307568189863900e+01,1.988614230062302202e+00,1.615757324218750000e+03,7.944352030754089355e-01,4.926630000000000287e+00,6.401467919349670410e-01,4.109589159488677979e-01
-4.119107441420350568e+01,1.987161503139688312e+00,1.844106323242187500e+03,9.743208289146423340e-01,4.926640000000000796e+00,6.393838524818420410e-01,4.238526225090026855e-01
-4.119564462614945910e+01,1.991557289189947566e+00,3.351244628906250000e+03,7.703620791435241699e-01,4.926650000000000418e+00,6.956890225410461426e-01,5.107517838478088379e-01
-4.119260578474080603e+01,1.993554513987729759e+00,2.370083251953125000e+03,7.610267996788024902e-01,4.926660000000000039e+00,7.784682512283325195e-01,5.427190661430358887e-01
-4.119272430111395522e+01,1.996975840156836046e+00,3.133510253906250000e+03,9.235436320304870605e-01,4.926670000000000549e+00,7.649641633033752441e-01,5.567572116851806641e-01
-4.118570278337133317e+01,2.003808106876480366e+00,1.659996704101562500e+03,1.065799713134765625e+00,4.926680000000000170e+00,5.659887790679931641e-01,3.658690154552459717e-01
-4.119382411140846045e+01,2.011285865363837022e+00,1.447839218750000000e+05,9.507269263267517090e-01,4.926690000000000680e+00,8.580431342124938965e-01,7.117108106613159180e-01
-4.118945224202578714e+01,2.022093003458123039e+00,-5.184404296875000000e+04,6.503505110740661621e-01,4.926700000000000301e+00,7.393292784690856934e-01,6.200051307678222656e-01
-4.118997041681865312e+01,2.037461357188190991e+00,2.374409667968750000e+03,1.561293125152587891e+00,4.926710000000000811e+00,6.701304316520690918e-01,4.673403501510620117e-01
-4.119930295179077007e+01,2.051890597456428100e+00,3.728684082031250000e+03,1.051911830902099609e+00,4.926720000000000432e+00,7.362012267112731934e-01,5.473729968070983887e-01
-4.118815043946556642e+01,2.060148611818382047e+00,2.724811035156250000e+03,9.130877852439880371e-01,4.926730000000000054e+00,7.346753478050231934e-01,5.241032838821411133e-01
-4.119022732960858235e+01,2.080870316336387305e+00,2.690940429687500000e+03,1.068914651870727539e+00,4.926740000000000563e+00,7.446699142456054688e-01,5.302067995071411133e-01
-4.118837261989623499e+01,2.094773984565983405e+00,5.805935546875000000e+03,1.048757553100585938e+00,4.926750000000000185e+00,7.669478058815002441e-01,5.936073064804077148e-01
-4.119988963607849541e+01,2.115327494592414759e+00,-2.881957763671875000e+03,8.289248347282409668e-01,4.926760000000000694e+00,1.086010336875915527e+00,1.044658780097961426e+00
-4.119554421012102807e+01,2.123702233164735276e+00,-6.399517089843750000e+03,1.520334005355834961e+00,4.926770000000000316e+00,9.197651743888854980e-01,8.168442249298095703e-01
-4.120333572922596943e+01,2.142223557913842225e+00,7.289674804687500000e+03,2.446571111679077148e+00,4.926780000000000825e+00,8.153183460235595703e-01,6.403756737709045410e-01
-4.120018506144749182e+01,2.155431611356504185e+00,5.081931640625000000e+03,1.737458229064941406e+00,4.926790000000000447e+00,7.599287629127502441e-01,5.821631550788879395e-01
-4.120480608201692263e+01,2.177129717572483969e+00,5.137019531250000000e+04,1.498026371002197266e+00,4.926800000000000068e+00,6.979778409004211426e-01,5.759070515632629395e-01
-4.119775546641887587e+01,2.188894026226231304e+00,3.356078125000000000e+03,1.188612699508666992e+00,4.926810000000000578e+00,8.691821098327636719e-01,6.382394433021545410e-01
-4.121377642217402126e+01,2.199081940518592404e+00,2.698079833984375000e+03,1.255872964859008789e+00,4.926820000000000199e+00,7.120159864425659180e-01,5.071659088134765625e-01
