# x_coordinates, y_coordinates, TEP, TED, times, high, low
2.470725237455027212e+01,-3.891016287466982249e+01,1.914674194335937500e+03,4.569489061832427979e-01,6.919600000000000195e-01,7.932693362236022949e-01,5.302830934524536133e-01
2.472880091045616524e+01,-3.892000280221490982e+01,1.465971191406250000e+03,1.729650020599365234e+00,6.919700000000000850e-01,7.289533019065856934e-01,4.557436108589172363e-01
2.473688589206630795e+01,-3.890641099733959862e+01,1.304547607421875000e+03,1.126138687133789062e+00,6.919800000000000395e-01,7.204083204269409180e-01,4.347627162933349609e-01
2.473772649244120458e+01,-3.890549434112326566e+01,1.348275390625000000e+03,8.818561434745788574e-01,6.919900000000001050e-01,7.373456358909606934e-01,4.496400952339172363e-01
2.475152745157975076e+01,-3.889390013212652519e+01,1.405222412109375000e+03,8.727628588676452637e-01,6.920000000000000595e-01,8.242447972297668457e-01,5.089970231056213379e-01
2.476140640816019456e+01,-3.888587523127340262e+01,1.256991821289062500e+03,9.749717116355895996e-01,6.920100000000000140e-01,9.747732877731323242e-01,5.811713337898254395e-01
2.476329456829399334e+01,-3.888349684974934206e+01,1.304792358398437500e+03,1.031465053558349609e+00,6.920200000000000795e-01,9.592855572700500488e-01,5.789588093757629395e-01
2.477818592378557838e+01,-3.887275672466415699e+01,1.713485229492187500e+03,1.146218299865722656e+00,6.920300000000000340e-01,8.343918919563293457e-01,5.436345934867858887e-01
2.478236624842244851e+01,-3.886245957768213088e+01,1.762696044921875000e+03,1.347225427627563477e+00,6.920400000000000995e-01,7.851058244705200195e-01,5.150242447853088379e-01
2.478482106705052601e+01,-3.885423851154091324e+01,1.779575805664062500e+03,1.041182994842529297e+00,6.920500000000000540e-01,9.972038269042968750e-01,6.556345224380493164e-01
2.478773610585985665e+01,-3.884343718785144972e+01,1.639363037109375000e+03,1.126343727111816406e+00,6.920600000000000085e-01,7.159069776535034180e-01,4.613130986690521240e-01
2.479074102664348445e+01,-3.883202961548953880e+01,2.636154541015625000e+03,1.386636018753051758e+00,6.920700000000000740e-01,1.068081140518188477e+00,7.580214142799377441e-01
2.478465851128373387e+01,-3.881935399819489874e+01,2.389779785156250000e+03,1.021106958389282227e+00,6.920800000000000285e-01,1.388516902923583984e+00,9.694327116012573242e-01
2.479025588429352567e+01,-3.880949166095616931e+01,2.432741455078125000e+03,1.980198144912719727e+00,6.920900000000000940e-01,1.328015565872192383e+00,9.300649166107177734e-01
2.479505602328380220e+01,-3.880112428920723744e+01,1.774309326171875000e+03,2.309231281280517578e+00,6.921000000000000485e-01,1.184277296066284180e+00,7.780867815017700195e-01
2.480191458144900096e+01,-3.877687579798712392e+01,2.490247070312500000e+03,2.342137813568115234e+00,6.921100000000000030e-01,1.158794999122619629e+00,8.147842884063720703e-01
2.479410285957785121e+01,-3.876163176157267287e+01,1.768929931640625000e+03,2.234328508377075195e+00,6.921200000000000685e-01,1.144222855567932129e+00,7.512311935424804688e-01
2.479462814225310652e+01,-3.875609558358550544e+01,1.740161865234375000e+03,2.002079010009765625e+00,6.921300000000000230e-01,9.170185923576354980e-01,5.997108221054077148e-01
2.479324422714033815e+01,-3.874740100330788550e+01,1.423034912109375000e+03,1.795982837677001953e+00,6.921400000000000885e-01,9.691275358200073242e-01,6.007026433944702148e-01
2.478847578216694814e+01,-3.872179264491520456e+01,1.495363037109375000e+03,1.521553516387939453e+00,6.921500000000000430e-01,7.596998810768127441e-01,4.776400625705718994e-01
2.479279090093248428e+01,-3.871499967226527161e+01,1.355390869140625000e+03,1.168117046356201172e+00,6.921600000000001085e-01,7.937270998954772949e-01,4.848117232322692871e-01
2.479214751972127573e+01,-3.869848414845984763e+01,1.942474121093750000e+03,1.252486228942871094e+00,6.921700000000000630e-01,1.012310028076171875e+00,6.788279414176940918e-01
2.479386737067820690e+01,-3.868653909848895722e+01,2.149389404296875000e+03,1.370296001434326172e+00,6.921800000000000175e-01,1.114773273468017578e+00,7.632094025611877441e-01
2.479055625045780076e+01,-3.866554110471933825e+01,1.868103881835937500e+03,1.673485755920410156e+00,6.921900000000000830e-01,1.067394495010375977e+00,7.096508145332336426e-01
