# x_coordinates, y_coordinates, TEP, TED, times, high, low
1.092407297400366240e+01,1.807621476160403517e+01,1.096501220703125000e+03,8.846939355134963989e-02,1.189150000000000151e+00,5.153294205665588379e-01,2.926265299320220947e-01
1.093031760011947995e+01,1.807258654604169834e+01,1.026604858398437500e+03,6.605369448661804199e-01,1.189159999999999995e+00,4.529207348823547363e-01,2.505884170532226562e-01
1.093012239256397677e+01,1.807473209279190129e+01,1.261896484375000000e+03,7.941884398460388184e-01,1.189170000000000060e+00,5.363103151321411133e-01,3.201687633991241455e-01
1.092976725204169952e+01,1.807315050736720963e+01,1.270608154296875000e+03,4.591924250125885010e-01,1.189180000000000126e+00,6.817271709442138672e-01,4.079071283340454102e-01
1.093300692984868050e+01,1.807290703469042725e+01,1.120897705078125000e+03,7.527334094047546387e-01,1.189190000000000191e+00,5.810187458992004395e-01,3.326810300350189209e-01
1.093572949704584829e+01,1.806946060692703071e+01,1.529824462890625000e+03,7.718355059623718262e-01,1.189200000000000035e+00,6.322884559631347656e-01,4.000488221645355225e-01
1.093760801421608342e+01,1.807870270009057379e+01,1.312386230468750000e+03,9.922880530357360840e-01,1.189210000000000100e+00,5.312749147415161133e-01,3.212368786334991455e-01
1.093409599758900619e+01,1.808403792558254963e+01,1.814129394531250000e+03,8.030325770378112793e-01,1.189220000000000166e+00,5.073184967041015625e-01,3.350461423397064209e-01
1.093388193735793301e+01,1.809029385449280980e+01,1.556402832031250000e+03,6.711191534996032715e-01,1.189230000000000009e+00,5.647680759429931641e-01,3.590025305747985840e-01
1.093189667506284835e+01,1.809937280768897594e+01,1.721977539062500000e+03,6.292826533317565918e-01,1.189240000000000075e+00,7.524518966674804688e-01,4.908389747142791748e-01
1.093641525773671574e+01,1.811332812247927038e+01,2.121645019531250000e+03,9.676844477653503418e-01,1.189250000000000140e+00,6.873729228973388672e-01,4.694002866744995117e-01
1.093441032131241819e+01,1.812679988725751912e+01,1.313821044921875000e+03,1.218721389770507812e+00,1.189260000000000206e+00,7.812148332595825195e-01,4.725283384323120117e-01
1.093943789007994383e+01,1.813676751986238855e+01,1.490457031250000000e+03,1.137183427810668945e+00,1.189270000000000049e+00,6.842448711395263672e-01,4.298035800457000732e-01
1.092917029605991530e+01,1.816353856045265402e+01,1.706640258789062500e+03,1.173434972763061523e+00,1.189280000000000115e+00,7.474164962768554688e-01,4.864901900291442871e-01
1.093371187911254871e+01,1.818266154941870028e+01,1.461748901367187500e+03,1.257799386978149414e+00,1.189290000000000180e+00,5.945991277694702148e-01,3.714385032653808594e-01
1.093362943081186778e+01,1.820321462311599348e+01,1.624304321289062500e+03,1.151747226715087891e+00,1.189300000000000024e+00,5.280705690383911133e-01,3.394711911678314209e-01
1.093697594704034337e+01,1.821400791482239612e+01,1.287978027343750000e+03,7.786816954612731934e-01,1.189310000000000089e+00,5.900977849960327148e-01,3.546537458896636963e-01
1.093861093933408313e+01,1.822675898393756100e+01,1.541646728515625000e+03,8.308035731315612793e-01,1.189320000000000155e+00,5.793402791023254395e-01,3.673186004161834717e-01
1.093906554281458554e+01,1.825709551409464027e+01,1.396791259765625000e+03,8.201724886894226074e-01,1.189329999999999998e+00,6.931712627410888672e-01,4.272858798503875732e-01
1.093498040034771535e+01,1.827971323754438160e+01,1.184803955078125000e+03,9.429282546043395996e-01,1.189340000000000064e+00,6.736399531364440918e-01,3.935638070106506348e-01
1.093491403581925603e+01,1.829716436950697656e+01,1.575057739257812500e+03,9.518594145774841309e-01,1.189350000000000129e+00,5.586645603179931641e-01,3.562559485435485840e-01
1.093980622343050335e+01,1.831887912926066520e+01,1.547120117187500000e+03,8.604175448417663574e-01,1.189360000000000195e+00,6.030678153038024902e-01,3.827300369739532471e-01
1.094000450361659738e+01,1.833793827875266658e+01,1.586780151367187500e+03,9.095436930656433105e-01,1.189370000000000038e+00,5.050296783447265625e-01,3.226864635944366455e-01
1.093371679754841885e+01,1.836060184170934306e+01,1.795864746093750000e+03,8.625275492668151855e-01,1.189380000000000104e+00,4.913730323314666748e-01,3.237545788288116455e-01
1.093112360066309030e+01,1.837666009928035038e+01,1.931573486328125000e+03,6.440801024436950684e-01,1.189390000000000169e+00,5.470678210258483887e-01,3.664030730724334717e-01
1.094046901429291552e+01,1.840146687477373888e+01,1.252008300781250000e+03,6.015223860740661621e-01,1.189400000000000013e+00,7.065990567207336426e-01,4.207245707511901855e-01
1.093707923287049510e+01,1.841262097785741858e+01,1.384543701171875000e+03,9.253389239311218262e-01,1.189410000000000078e+00,6.262612342834472656e-01,3.850188553333282471e-01
1.093923765050720398e+01,1.843157541763235230e+01,1.624759155273437500e+03,9.783918261528015137e-01,1.189420000000000144e+00,5.954383611679077148e-01,3.828063309192657471e-01
1.094130602232254468e+01,1.845088047214927940e+01,1.568781616210937500e+03,7.899433970451354980e-01,1.189429999999999987e+00,6.076454520225524902e-01,3.870788216590881348e-01
1.094116568344606399e+01,1.846567696985436413e+01,1.198700195312500000e+03,9.168977141380310059e-01,1.189440000000000053e+00,6.175637245178222656e-01,3.622831702232360840e-01
1.093713056856058508e+01,1.849038381675232046e+01,1.267684082031250000e+03,8.407241702079772949e-01,1.189450000000000118e+00,5.204411149024963379e-01,3.111660480499267578e-01
1.093478890861325148e+01,1.850553083629439044e+01,1.204209960937500000e+03,8.963233828544616699e-01,1.189460000000000184e+00,4.493349194526672363e-01,2.640162110328674316e-01
1.093682821775035841e+01,1.852341589733791949e+01,9.794842529296875000e+02,6.011802554130554199e-01,1.189470000000000027e+00,6.921031475067138672e-01,3.754820823669433594e-01
1.093868816965898461e+01,1.854174413776424402e+01,1.095307861328125000e+03,7.200354933738708496e-01,1.189480000000000093e+00,5.690405368804931641e-01,3.229916393756866455e-01
1.093422729075344257e+01,1.856162784484970985e+01,1.177318725585937500e+03,7.622820734977722168e-01,1.189490000000000158e+00,6.594492197036743164e-01,3.844085037708282471e-01
1.093811767303408189e+01,1.858349243002028572e+01,1.185176879882812500e+03,7.952136397361755371e-01,1.189500000000000002e+00,6.151985526084899902e-01,3.594602942466735840e-01
1.092780562931579702e+01,1.859890638067266266e+01,1.104119628906250000e+03,9.014112353324890137e-01,1.189510000000000067e+00,5.823157429695129395e-01,3.315365910530090332e-01
1.093457185260020204e+01,1.861622494625165913e+01,9.585196533203125000e+02,8.251172900199890137e-01,1.189520000000000133e+00,5.532476305961608887e-01,2.973567843437194824e-01
1.093661537245865034e+01,1.863041588724503939e+01,1.025017578125000000e+03,6.962305903434753418e-01,1.189530000000000198e+00,6.375527977943420410e-01,3.525175154209136963e-01
