# x_coordinates, y_coordinates, TEP, TED, times, high, low
-4.040053291587461359e+01,-9.911642984023316671e+00,1.297229125976562500e+03,1.020497158169746399e-01,2.461710000000000065e+00,2.158745378255844116e-01,1.300435215234756470e-01
-4.039435373649460814e+01,-9.921682179831520898e+00,1.947523071289062500e+03,5.012691393494606018e-02,2.461720000000000130e+00,4.365937709808349609e-01,2.929317057132720947e-01
-4.039134070265971133e+01,-9.930658334954932442e+00,4.829944824218750000e+03,2.135569006204605103e-01,2.461730000000000196e+00,4.779452383518218994e-01,3.645720183849334717e-01
-4.039650319250461052e+01,-9.940601927067215016e+00,1.632942000000000000e+06,3.755027353763580322e-01,2.461740000000000261e+00,5.691931247711181641e-01,4.733676016330718994e-01
-4.039245559643155303e+01,-9.938745653274294156e+00,3.817223144531250000e+03,7.161182761192321777e-01,2.461750000000000327e+00,4.924411475658416748e-01,3.670897185802459717e-01
-4.039106168660880769e+01,-9.942026029554822841e+00,2.039967163085937500e+03,5.977994799613952637e-01,2.461760000000000392e+00,5.590460300445556641e-01,3.787627220153808594e-01
-4.038993815367397389e+01,-9.942399503787443749e+00,3.199895507812500000e+03,6.951910853385925293e-01,2.461770000000000014e+00,4.981632232666015625e-01,3.635801970958709717e-01
-4.038952468645378246e+01,-9.933706375493340346e+00,1.778261132812500000e+04,6.489223837852478027e-01,2.461780000000000079e+00,6.278634071350097656e-01,5.101414322853088379e-01
-4.038330849299608616e+01,-9.935897328043663990e+00,1.806076538085937500e+03,8.184034228324890137e-01,2.461790000000000145e+00,4.906100928783416748e-01,3.236782848834991455e-01
-4.039073814847331079e+01,-9.932431052902076729e+00,2.134471435546875000e+03,7.979673743247985840e-01,2.461800000000000210e+00,4.172913134098052979e-01,2.853023111820220947e-01
-4.039289035745033374e+01,-9.923730946354211824e+00,1.537958618164062500e+03,4.979807436466217041e-01,2.461810000000000276e+00,4.897708594799041748e-01,3.103268146514892578e-01
-4.038978239224018552e+01,-9.919481113396203753e+00,6.243673339843750000e+03,4.983526766300201416e-01,2.461820000000000341e+00,6.441140770912170410e-01,5.010623931884765625e-01
-4.039374391910069306e+01,-9.904811356742142081e+00,2.292795410156250000e+03,5.347818732261657715e-01,2.461830000000000407e+00,5.900214910507202148e-01,4.088989496231079102e-01
-4.039128706546976133e+01,-9.897034014902336807e+00,1.867951538085937500e+03,1.004466533660888672e+00,2.461840000000000028e+00,5.613348484039306641e-01,3.731932640075683594e-01
-4.038207937985022511e+01,-9.884574006684227143e+00,2.858928222656250000e+03,7.304555773735046387e-01,2.461850000000000094e+00,5.199070572853088379e-01,3.735747337341308594e-01
-4.038518196341675548e+01,-9.864136147994740256e+00,2.039678710937500000e+03,7.283205389976501465e-01,2.461860000000000159e+00,5.741522908210754395e-01,3.889861702919006348e-01
